query_id,db_id,tables,data_split,instruction_tokens,targeted_instruction_tokens,output_tokens,instruction,targeted_instruction,output
9667,singer,['singer'],dev,147,108,13,"You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE singer (Singer_ID INTEGER, Name TEXT, Birth_Year FLOAT, Net_Worth_Millions FLOAT, Citizenship TEXT);

CREATE TABLE song (Song_ID INTEGER, Title TEXT, Singer_ID INTEGER, Sales FLOAT, Highest_Position FLOAT);

Write a SQL query to answer the following question:

What are the names of the singers who are not French citizens?
","You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE singer (Singer_ID INTEGER, Name TEXT, Birth_Year FLOAT, Net_Worth_Millions FLOAT, Citizenship TEXT);

Write a SQL query to answer the following question:

What are the names of the singers who are not French citizens?
",SELECT Name FROM singer WHERE Citizenship != 'France';
9668,singer,['singer'],dev,156,117,27,"You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE singer (Singer_ID INTEGER, Name TEXT, Birth_Year FLOAT, Net_Worth_Millions FLOAT, Citizenship TEXT);

CREATE TABLE song (Song_ID INTEGER, Title TEXT, Singer_ID INTEGER, Sales FLOAT, Highest_Position FLOAT);

Write a SQL query to answer the following question:

Show the name of singers whose birth year is either 1948 or 1949?
","You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE singer (Singer_ID INTEGER, Name TEXT, Birth_Year FLOAT, Net_Worth_Millions FLOAT, Citizenship TEXT);

Write a SQL query to answer the following question:

Show the name of singers whose birth year is either 1948 or 1949?
",SELECT Name FROM singer WHERE Birth_Year = 1948 OR Birth_Year = 1949;
9669,singer,['singer'],dev,158,119,27,"You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE singer (Singer_ID INTEGER, Name TEXT, Birth_Year FLOAT, Net_Worth_Millions FLOAT, Citizenship TEXT);

CREATE TABLE song (Song_ID INTEGER, Title TEXT, Singer_ID INTEGER, Sales FLOAT, Highest_Position FLOAT);

Write a SQL query to answer the following question:

What are the names of the singers whose birth years are either 1948 or 1949?
","You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE singer (Singer_ID INTEGER, Name TEXT, Birth_Year FLOAT, Net_Worth_Millions FLOAT, Citizenship TEXT);

Write a SQL query to answer the following question:

What are the names of the singers whose birth years are either 1948 or 1949?
",SELECT Name FROM singer WHERE Birth_Year = 1948 OR Birth_Year = 1949;
9670,singer,['singer'],dev,146,107,18,"You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE singer (Singer_ID INTEGER, Name TEXT, Birth_Year FLOAT, Net_Worth_Millions FLOAT, Citizenship TEXT);

CREATE TABLE song (Song_ID INTEGER, Title TEXT, Singer_ID INTEGER, Sales FLOAT, Highest_Position FLOAT);

Write a SQL query to answer the following question:

What is the name of the singer with the largest net worth?
","You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE singer (Singer_ID INTEGER, Name TEXT, Birth_Year FLOAT, Net_Worth_Millions FLOAT, Citizenship TEXT);

Write a SQL query to answer the following question:

What is the name of the singer with the largest net worth?
",SELECT Name FROM singer ORDER BY Net_Worth_Millions DESC LIMIT 1;
9671,singer,['singer'],dev,146,107,18,"You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE singer (Singer_ID INTEGER, Name TEXT, Birth_Year FLOAT, Net_Worth_Millions FLOAT, Citizenship TEXT);

CREATE TABLE song (Song_ID INTEGER, Title TEXT, Singer_ID INTEGER, Sales FLOAT, Highest_Position FLOAT);

Write a SQL query to answer the following question:

What is the name of the singer who is worth the most?
","You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE singer (Singer_ID INTEGER, Name TEXT, Birth_Year FLOAT, Net_Worth_Millions FLOAT, Citizenship TEXT);

Write a SQL query to answer the following question:

What is the name of the singer who is worth the most?
",SELECT Name FROM singer ORDER BY Net_Worth_Millions DESC LIMIT 1;
9672,singer,['singer'],dev,151,112,17,"You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE singer (Singer_ID INTEGER, Name TEXT, Birth_Year FLOAT, Net_Worth_Millions FLOAT, Citizenship TEXT);

CREATE TABLE song (Song_ID INTEGER, Title TEXT, Singer_ID INTEGER, Sales FLOAT, Highest_Position FLOAT);

Write a SQL query to answer the following question:

Show different citizenship of singers and the number of singers of each citizenship.
","You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE singer (Singer_ID INTEGER, Name TEXT, Birth_Year FLOAT, Net_Worth_Millions FLOAT, Citizenship TEXT);

Write a SQL query to answer the following question:

Show different citizenship of singers and the number of singers of each citizenship.
","SELECT Citizenship, COUNT(*) FROM singer GROUP BY Citizenship;"
9673,singer,['singer'],dev,147,108,17,"You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE singer (Singer_ID INTEGER, Name TEXT, Birth_Year FLOAT, Net_Worth_Millions FLOAT, Citizenship TEXT);

CREATE TABLE song (Song_ID INTEGER, Title TEXT, Singer_ID INTEGER, Sales FLOAT, Highest_Position FLOAT);

Write a SQL query to answer the following question:

For each citizenship, how many singers are from that country?
","You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE singer (Singer_ID INTEGER, Name TEXT, Birth_Year FLOAT, Net_Worth_Millions FLOAT, Citizenship TEXT);

Write a SQL query to answer the following question:

For each citizenship, how many singers are from that country?
","SELECT Citizenship, COUNT(*) FROM singer GROUP BY Citizenship;"
9674,singer,['singer'],dev,144,105,22,"You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE singer (Singer_ID INTEGER, Name TEXT, Birth_Year FLOAT, Net_Worth_Millions FLOAT, Citizenship TEXT);

CREATE TABLE song (Song_ID INTEGER, Title TEXT, Singer_ID INTEGER, Sales FLOAT, Highest_Position FLOAT);

Write a SQL query to answer the following question:

Please show the most common citizenship of singers.
","You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE singer (Singer_ID INTEGER, Name TEXT, Birth_Year FLOAT, Net_Worth_Millions FLOAT, Citizenship TEXT);

Write a SQL query to answer the following question:

Please show the most common citizenship of singers.
",SELECT Citizenship FROM singer GROUP BY Citizenship ORDER BY COUNT(*) DESC LIMIT 1;
9675,singer,['singer'],dev,142,103,22,"You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE singer (Singer_ID INTEGER, Name TEXT, Birth_Year FLOAT, Net_Worth_Millions FLOAT, Citizenship TEXT);

CREATE TABLE song (Song_ID INTEGER, Title TEXT, Singer_ID INTEGER, Sales FLOAT, Highest_Position FLOAT);

Write a SQL query to answer the following question:

What is the most common singer citizenship ?
","You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE singer (Singer_ID INTEGER, Name TEXT, Birth_Year FLOAT, Net_Worth_Millions FLOAT, Citizenship TEXT);

Write a SQL query to answer the following question:

What is the most common singer citizenship ?
",SELECT Citizenship FROM singer GROUP BY Citizenship ORDER BY COUNT(*) DESC LIMIT 1;
9676,singer,['singer'],dev,150,111,25,"You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE singer (Singer_ID INTEGER, Name TEXT, Birth_Year FLOAT, Net_Worth_Millions FLOAT, Citizenship TEXT);

CREATE TABLE song (Song_ID INTEGER, Title TEXT, Singer_ID INTEGER, Sales FLOAT, Highest_Position FLOAT);

Write a SQL query to answer the following question:

Show different citizenships and the maximum net worth of singers of each citizenship.
","You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE singer (Singer_ID INTEGER, Name TEXT, Birth_Year FLOAT, Net_Worth_Millions FLOAT, Citizenship TEXT);

Write a SQL query to answer the following question:

Show different citizenships and the maximum net worth of singers of each citizenship.
","SELECT Citizenship, MAX(Net_Worth_Millions) FROM singer GROUP BY Citizenship;"
9677,singer,['singer'],dev,145,106,25,"You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE singer (Singer_ID INTEGER, Name TEXT, Birth_Year FLOAT, Net_Worth_Millions FLOAT, Citizenship TEXT);

CREATE TABLE song (Song_ID INTEGER, Title TEXT, Singer_ID INTEGER, Sales FLOAT, Highest_Position FLOAT);

Write a SQL query to answer the following question:

For each citizenship, what is the maximum net worth?
","You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE singer (Singer_ID INTEGER, Name TEXT, Birth_Year FLOAT, Net_Worth_Millions FLOAT, Citizenship TEXT);

Write a SQL query to answer the following question:

For each citizenship, what is the maximum net worth?
","SELECT Citizenship, MAX(Net_Worth_Millions) FROM singer GROUP BY Citizenship;"
9678,singer,"['singer', 'song']",dev,143,143,37,"You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE singer (Singer_ID INTEGER, Name TEXT, Birth_Year FLOAT, Net_Worth_Millions FLOAT, Citizenship TEXT);

CREATE TABLE song (Song_ID INTEGER, Title TEXT, Singer_ID INTEGER, Sales FLOAT, Highest_Position FLOAT);

Write a SQL query to answer the following question:

Show titles of songs and names of singers.
","You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE singer (Singer_ID INTEGER, Name TEXT, Birth_Year FLOAT, Net_Worth_Millions FLOAT, Citizenship TEXT);

CREATE TABLE song (Song_ID INTEGER, Title TEXT, Singer_ID INTEGER, Sales FLOAT, Highest_Position FLOAT);

Write a SQL query to answer the following question:

Show titles of songs and names of singers.
","SELECT T2.Title, T1.Name FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID = T2.Singer_ID;"
9679,singer,"['singer', 'song']",dev,142,142,37,"You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE singer (Singer_ID INTEGER, Name TEXT, Birth_Year FLOAT, Net_Worth_Millions FLOAT, Citizenship TEXT);

CREATE TABLE song (Song_ID INTEGER, Title TEXT, Singer_ID INTEGER, Sales FLOAT, Highest_Position FLOAT);

Write a SQL query to answer the following question:

What are the song titles and singer names?
","You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE singer (Singer_ID INTEGER, Name TEXT, Birth_Year FLOAT, Net_Worth_Millions FLOAT, Citizenship TEXT);

CREATE TABLE song (Song_ID INTEGER, Title TEXT, Singer_ID INTEGER, Sales FLOAT, Highest_Position FLOAT);

Write a SQL query to answer the following question:

What are the song titles and singer names?
","SELECT T2.Title, T1.Name FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID = T2.Singer_ID;"
9680,singer,"['singer', 'song']",dev,154,154,49,"You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE singer (Singer_ID INTEGER, Name TEXT, Birth_Year FLOAT, Net_Worth_Millions FLOAT, Citizenship TEXT);

CREATE TABLE song (Song_ID INTEGER, Title TEXT, Singer_ID INTEGER, Sales FLOAT, Highest_Position FLOAT);

Write a SQL query to answer the following question:

Show distinct names of singers that have songs with sales more than 300000.
","You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE singer (Singer_ID INTEGER, Name TEXT, Birth_Year FLOAT, Net_Worth_Millions FLOAT, Citizenship TEXT);

CREATE TABLE song (Song_ID INTEGER, Title TEXT, Singer_ID INTEGER, Sales FLOAT, Highest_Position FLOAT);

Write a SQL query to answer the following question:

Show distinct names of singers that have songs with sales more than 300000.
",SELECT DISTINCT T1.Name FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID = T2.Singer_ID WHERE T2.Sales > 300000;
